Image,Country,Score
j3bFSok-hVMrcMVu9deNwg.jpg,Kenya,0.416490118516061
OodAfzFX7STSWjCUR2iuKA.jpg,Kenya,0.416490118516061
Vz-hq34WLrsi04L_t09cFg.jpg,Kenya,0.416490118516061
GvPv-_tC1ZfbtPkvwvS2iw.jpg,Kenya,0.416490118516061
3Q3xHydrzdxeRuGCi-UMHw.jpg,Kenya,0.416490118516061
cujqBrDznM0xtNyYX0XYzA.jpg,Kenya,0.416490118516061
51RM_N9F5gGELxTCClEtOQ.jpg,Kenya,0.416490118516061
PFv7MsApfCpcv3vMBiyhtA.jpg,Kenya,0.416490118516061
dUlGw1GK7SG9VuIAQJ7aqg.jpg,Kenya,0.416490118516061
a2n-xCGvqyZ2BZp7VKrGeA.jpg,Kenya,0.416490118516061
W7JfO-YKc15I7BP-0nhxrg.jpg,Kenya,0.416490118516061
utCKueFUmv4ZGveO31Szlw.jpg,Kenya,0.416490118516061
RkOsMj7HaZjhX63FJZU5wg.jpg,Kenya,0.416490118516061
3ZvRHD297edmrNMY0tjszA.jpg,Kenya,0.416490118516061
ChooB-F_PDwa802lulPLYg.jpg,Kenya,0.416490118516061
K1076t9U76L0m5BfYzVoFg.jpg,Kenya,0.416490118516061
h_0D6rsonRrkfVvXHYA84w.jpg,Kenya,0.416490118516061
YwQh4IV08hupo8DiET0c5Q.jpg,Kenya,0.416490118516061
7hyE5fSuPAD_H5nREI5PBQ.jpg,Kenya,0.416490118516061
vrKdEeCF9UPZh1HBfrC_Gw.jpg,Kenya,0.416490118516061
_pgWRnXGQW2un3B-sw3z5A.jpg,Kenya,0.416490118516061
hZh8PF6gswsIvISUnYU4iQ.jpg,Kenya,0.416490118516061
g0wbZAktggUeddbOZj-0eA.jpg,Kenya,0.416490118516061
4Njw7L55MDMZZuJ91w5lHg.jpg,Kenya,0.416490118516061
VOHh5sHvijTb0e64X49T9Q.jpg,Kenya,0.416490118516061
0oN1X8hMx4tD_07B6HAErQ.jpg,Kenya,0.416490118516061
DEC29pyNgvgLP24-ezX49w.jpg,Kenya,0.416490118516061
H07abABO5Lp72iVQI271xw.jpg,Kenya,0.416490118516061
kAgmGFxn793QTRDn8XTLYg.jpg,Kenya,0.416490118516061
PUXPfq2XOvz21RXR6w-NbA.jpg,Kenya,0.416490118516061
8Wvj1epTdev4J04BDILz8A.jpg,Kenya,0.416490118516061
p9W-POF6U2m0QW0jgo_Aeg.jpg,Kenya,0.416490118516061
MsjIhE55sdTbjDBm4suD_w.jpg,Kenya,0.416490118516061
xApRnWxc2W5bMUS4Abo_rw.jpg,Kenya,0.416490118516061
Mr5diOVm6fdWxxnRKMyJYQ.jpg,Kenya,0.416490118516061
lVgxzD5EEjnRmoaQ10rolQ.jpg,Kenya,0.416490118516061
xXirW_TZwv9RfLgN-fMynw.jpg,Kenya,0.416490118516061
dRErxL4f4xMx7tbQbNktpg.jpg,Kenya,0.416490118516061
aTJN2yHKcgVdzlQSfhV3gQ.jpg,Kenya,0.416490118516061
4PlRIX5ITtHod7cCW_eJug.jpg,Kenya,0.416490118516061
HfHTr4-aIQ9nMo7nyfJnXw.jpg,Kenya,0.416490118516061
VNrxnTUQS3xiYQWicFowRA.jpg,Kenya,0.416490118516061
EB_2sLQRPN9VOcs-5rYjMg.jpg,Kenya,0.416490118516061
3YvsinMPpfviEPHrfQoHyw.jpg,Kenya,0.416490118516061
WQus_NdIxWpLzOzZanSM6w.jpg,Kenya,0.416490118516061
lUSNrpxInlIevcCd634YHg.jpg,Kenya,0.416490118516061
32eEAOHpvNLMBZIJ2ksHAg.jpg,Kenya,0.416490118516061
viC6l70kurqsjXMWw-qPzw.jpg,Kenya,0.416490118516061
bht4gVGv6cxvsxOao1z6lw.jpg,Kenya,0.416490118516061
hjB0HYGaw8TDJ23eDu5zQA.jpg,Kenya,0.416490118516061
b897ON6eClUMkqaQqTjJEQ.jpg,Kenya,0.416490118516061
EPGfAM_OMiNo6m4lBmQTnQ.jpg,Kenya,0.416490118516061
fHpQdBRBOgmCAo_kottCQQ.jpg,Kenya,0.416490118516061
vInh1o7yurmoHctuF7y11g.jpg,Kenya,0.416490118516061
YsSsLY-f86lvBVDqEy9GQg.jpg,Kenya,0.416490118516061
fXuZkGMtqDUwfW5HcnqWgw.jpg,Kenya,0.416490118516061
xQwyTzWooezUqqSHnbVR1w.jpg,Kenya,0.416490118516061
umnDk_VUjSMRbyPBk_Moig.jpg,Kenya,0.416490118516061
Xd17VXBqWCuv-KK8L7GgZw.jpg,Kenya,0.416490118516061
6arUEaL7xkq_yfDz6xyy8Q.jpg,Kenya,0.416490118516061
WKXUzv8F3mKxlUM4_O8-Uw.jpg,Kenya,0.416490118516061
PaV7M5ImH3-zSyNTo7xUew.jpg,Kenya,0.416490118516061
U97WpDtFCNLplHU3Ply5Pw.jpg,Kenya,0.416490118516061
0AiPqmOICywixqD4q7UEJA.jpg,Kenya,0.416490118516061
aPraFjQeuyNcTyAoJF7Emg.jpg,Kenya,0.416490118516061
iVYhuQhc4urp7Qq0KZq9Tw.jpg,Kenya,0.416490118516061
6_LCFsYppRcFv-4chGzaNA.jpg,Kenya,0.416490118516061
GOEywu2_epf21HWind_o4Q.jpg,Kenya,0.416490118516061
4SOhLdRtZvd4yu0OW7eI2w.jpg,Kenya,0.416490118516061
ld3zVf41jV1Zps37bRs04A.jpg,Kenya,0.416490118516061
39FHkg5ZmNCokV4koVRi5w.jpg,Kenya,0.416490118516061
LXk_X1W7VqsGAkFRjYzxTg.jpg,Kenya,0.416490118516061
X411sWYarL5ZPlCCVLybWQ.jpg,Kenya,0.416490118516061
nWOROI_tZzRb_hniJK6Y3Q.jpg,Kenya,0.416490118516061
_lVl87mXTWApcEaTVzm8Hg.jpg,Kenya,0.416490118516061
NcGtjkcnN3hD3dyv1f4lHg.jpg,Kenya,0.416490118516061
-URkLEiMdJfozXVvq1lpAA.jpg,Kenya,0.416490118516061
Gc3n1_vnjUzXuWPLVcaQ1Q.jpg,Kenya,0.416490118516061
95M7Oj9GxFQ1ugi8O0D4xg.jpg,Kenya,0.416490118516061
